Date,Tpeak sec,Dir deg,DirSpread deg,Tm02 sec,Hm0 m,Qp
6/8/2018 9:47,12.5,194.2,21.9,7.27,3.07,1.49
6/8/2018 10:18,13.33,192.8,18.8,7.41,3.06,1.73
6/8/2018 10:47,14.29,195.6,17,7.55,3.17,1.77
6/8/2018 11:17,15.38,192.8,24.8,7.41,2.93,1.65
6/8/2018 11:48,13.33,194.2,20,7.55,2.89,1.67
6/8/2018 12:17,13.33,197,19,7.84,2.84,1.85
6/8/2018 12:47,12.5,195.6,21.3,7.69,2.72,1.79
6/8/2018 13:18,13.33,194.2,22.8,7.84,2.67,1.86
6/8/2018 13:47,12.5,189.9,17.9,8.33,3,1.9
6/8/2018 14:17,12.5,197,23.5,7.84,2.72,1.61
6/8/2018 14:48,13.33,192.8,18.2,8,2.59,2.01
6/8/2018 15:17,14.29,198.4,19.5,8.33,2.76,1.8
6/8/2018 15:47,13.33,199.8,11.3,8.51,2.71,1.99
6/8/2018 16:18,10.53,195.6,20.1,8.51,2.8,2.01
6/8/2018 16:47,13.33,192.8,15.2,8.33,2.65,1.78
6/8/2018 17:17,13.33,195.6,16.2,8.33,2.7,1.87
6/9/2018 9:17,11.76,189.9,16.2,6.9,2.03,1.84
6/9/2018 9:47,14.29,188.5,21.5,6.67,1.91,1.47
6/9/2018 10:18,13.33,182.9,16,7.41,2.1,1.75
6/9/2018 10:47,11.76,195.6,19,7.02,1.89,1.72
6/9/2018 11:17,11.76,192.8,18.2,7.02,1.99,1.65
6/9/2018 11:48,12.5,188.5,19.7,6.9,2.05,1.72
6/9/2018 12:17,13.33,182.9,23.3,6.67,1.93,1.63
6/9/2018 12:47,13.33,184.3,28.1,6.56,1.9,1.63
6/9/2018 13:18,10.53,185.7,27,6.56,2.01,1.75
6/9/2018 13:47,12.5,181.5,25.9,6.56,1.89,1.58
6/9/2018 14:17,10.53,180.1,30.7,6.67,1.88,1.6
6/9/2018 14:48,11.76,181.5,28.9,6.67,1.97,1.61
6/9/2018 15:17,11.76,188.5,22.8,7.14,2.09,1.81
6/9/2018 15:47,11.11,187.1,25,6.9,1.96,1.7
6/9/2018 16:18,11.76,177.3,25,6.67,1.78,1.49
6/9/2018 16:47,11.11,187.1,26.7,6.56,1.9,1.61
6/9/2018 17:17,12.5,189.9,22.6,6.45,1.95,1.54
6/9/2018 17:48,11.11,187.1,24.2,6.25,1.79,1.54
6/9/2018 18:17,13.33,189.9,25.2,6.25,1.75,1.47
6/9/2018 18:47,11.11,189.9,18.9,6.45,1.79,1.6
6/9/2018 19:18,10.53,187.1,28.2,6.06,1.69,1.44
6/9/2018 19:47,8.33,123.8,62,5.8,1.66,1.39
6/9/2018 20:17,11.11,187.1,25.7,5.63,1.85,1.32
6/9/2018 20:48,10.53,192.8,22,5.48,1.87,1.34
6/9/2018 21:17,7.14,49.3,42.5,5.56,1.84,1.59
6/9/2018 21:47,7.69,53.5,58.8,5.88,1.86,1.67
6/9/2018 22:18,8.33,57.8,45.7,5.88,1.82,1.72
6/9/2018 22:47,7.69,47.9,47.3,5.71,1.81,1.57
6/9/2018 23:17,7.69,59.2,52.1,5.71,1.84,1.55
6/9/2018 23:48,11.11,188.5,36.8,5.41,1.68,1.3
6/10/2018 0:17,9.09,111.2,62.9,5.33,1.77,1.43
6/10/2018 0:47,10.53,177.3,51.9,5.33,1.72,1.28
6/10/2018 1:18,11.11,178.7,36.8,5.41,1.75,1.34
6/10/2018 1:47,7.14,50.7,37.3,5.41,1.86,1.44
6/10/2018 2:17,7.69,53.5,42.6,5.26,1.73,1.4
6/10/2018 2:48,11.76,170.3,27.8,5.41,1.72,1.3
6/10/2018 3:17,11.76,192.8,27.2,5.26,1.57,1.27
6/10/2018 3:47,6.67,50.7,37,5.56,1.67,1.3
6/10/2018 4:18,7.69,53.5,41.3,5.41,1.55,1.36
6/10/2018 4:47,10,173.1,36.6,5.56,1.6,1.39
6/10/2018 5:17,11.76,185.7,26.3,5.56,1.42,1.3
6/10/2018 5:48,11.76,191.3,23.2,5.48,1.43,1.33
6/10/2018 6:17,7.69,54.9,49,5.33,1.44,1.35
6/10/2018 6:47,6.67,49.3,34.9,5.48,1.49,1.43
6/10/2018 7:18,7.69,54.9,46.1,5.56,1.5,1.35
6/10/2018 7:47,10,159,46.2,5.33,1.41,1.28
6/10/2018 8:17,7.69,53.5,43.8,5.63,1.41,1.5
6/10/2018 8:48,7.69,56.3,34.9,5.8,1.45,1.64
6/10/2018 9:17,8.33,62,42.9,6.25,1.52,1.81
6/10/2018 9:47,7.69,54.9,39.5,6.15,1.46,1.88
6/10/2018 10:18,8.33,47.9,40.3,6.45,1.46,2.25
6/10/2018 10:47,7.69,43.7,41.4,6.35,1.38,1.95
6/10/2018 11:17,7.69,47.9,31.7,6.45,1.38,2.14
6/10/2018 11:48,7.69,43.7,34.6,6.56,1.36,2.12
6/10/2018 12:17,7.69,45.1,35.8,6.45,1.39,2.24
6/10/2018 12:47,8.33,46.5,40.3,5.88,1.43,1.88
6/10/2018 13:18,7.14,40.9,33.3,5.13,1.4,1.48
6/10/2018 13:47,7.69,40.9,31.3,5.13,1.48,1.58
6/10/2018 14:17,6.25,35.3,33,4.76,1.32,1.25
6/10/2018 14:48,12.5,185.7,40.5,4.88,1.39,1.29
6/10/2018 15:17,6.67,46.5,34.1,4.94,1.38,1.33
6/10/2018 15:47,7.69,56.3,40.1,4.94,1.3,1.34
6/10/2018 16:18,7.69,45.1,43.4,5.06,1.32,1.31
6/10/2018 16:47,10,164.6,39.1,5.06,1.31,1.23
6/10/2018 17:17,7.14,50.7,38.7,5.2,1.36,1.31
6/10/2018 17:48,13.33,189.9,31.6,4.94,1.23,1.21
6/10/2018 18:17,7.69,56.3,40.5,5,1.22,1.25
6/10/2018 18:47,12.5,191.3,26.7,5,1.22,1.22
6/10/2018 19:18,11.76,189.9,30.8,5.06,1.34,1.27
6/10/2018 19:47,11.76,201.2,33.1,5,1.37,1.28
6/10/2018 20:17,7.14,69,49,4.76,1.41,1.32
6/10/2018 20:48,11.11,194.2,37.8,4.71,1.42,1.29
6/10/2018 21:17,4,147.8,26,4.6,1.48,1.41
6/10/2018 21:47,7.14,53.5,37.8,4.49,1.5,1.45
6/10/2018 22:18,12.5,209.6,32.7,4.6,1.57,1.35
6/10/2018 22:47,12.5,205.4,27.3,4.65,1.54,1.33
6/10/2018 23:17,6.25,59.2,43,4.49,1.55,1.35
6/10/2018 23:48,4.17,154.8,25.1,4.49,1.53,1.31
6/11/2018 0:17,12.5,202.6,41.3,4.44,1.48,1.33
6/11/2018 0:47,4.35,150.6,32.2,4.4,1.45,1.35
6/11/2018 1:18,11.11,188.5,39.6,4.49,1.37,1.27
6/11/2018 1:47,10.53,188.5,44.9,4.54,1.37,1.29
6/11/2018 2:17,11.76,205.4,33.7,4.76,1.4,1.27
6/11/2018 2:48,10.53,166,65.5,4.71,1.3,1.24
6/11/2018 3:17,10,135.1,61.2,4.71,1.29,1.21
6/11/2018 3:47,10.53,149.2,47.3,4.49,1.32,1.33
6/11/2018 4:18,10,178.7,64.8,4.49,1.29,1.29
6/11/2018 4:47,9.09,133.7,55.5,4.65,1.33,1.23
6/11/2018 5:17,10,137.9,53.7,4.54,1.29,1.29
6/11/2018 5:48,9.09,133.7,57.9,4.6,1.28,1.27
6/11/2018 6:17,10,167.4,49.8,4.71,1.34,1.47
6/11/2018 6:47,10,149.2,47.9,4.88,1.42,1.4
6/11/2018 7:18,11.11,184.3,36.1,4.76,1.34,1.37
6/11/2018 7:47,9.09,170.3,52.1,4.76,1.33,1.36
6/11/2018 8:17,9.09,157.6,43.9,5,1.36,1.46
6/11/2018 8:48,9.09,140.7,50.9,5,1.33,1.34
6/11/2018 9:17,10,160.4,50.6,5,1.38,1.29
6/11/2018 9:47,10,171.7,43.5,5,1.35,1.31
6/11/2018 10:18,11.11,121,59.3,4.76,1.3,1.19
6/11/2018 10:47,9.09,114,57.4,4.82,1.37,1.26
6/11/2018 11:17,10,123.8,57.6,4.88,1.36,1.23
6/11/2018 11:48,10.53,126.7,61,4.71,1.32,1.17
6/11/2018 12:17,10,144.9,59,4.82,1.39,1.24
6/11/2018 12:47,10.53,156.2,58.3,4.94,1.39,1.41
6/11/2018 13:18,10,150.6,59.9,4.65,1.31,1.13
6/11/2018 13:47,10,133.7,46.4,4.6,1.32,1.16
6/11/2018 14:17,11.11,157.6,50.6,4.6,1.42,1.11
6/11/2018 14:48,10,123.8,45.2,4.88,1.45,1.35
6/11/2018 15:17,10,107,57.6,4.49,1.28,1.17
6/11/2018 15:47,10,135.1,56.7,4.94,1.33,1.37
6/11/2018 16:18,10.53,108.4,46.4,4.6,1.23,1.27
6/11/2018 16:47,10,97.1,46.6,5.06,1.37,1.44
6/11/2018 17:17,9.09,143.5,59.1,4.6,1.19,1.15
6/11/2018 17:48,10,112.6,44.1,4.94,1.31,1.37
6/11/2018 18:17,10,114,47.6,5.06,1.36,1.61
6/11/2018 18:47,10,111.2,53.8,4.94,1.31,1.37
6/11/2018 19:18,10.53,130.9,59.3,4.88,1.3,1.26
6/11/2018 19:47,10.53,139.3,47.9,4.94,1.36,1.36
6/11/2018 20:17,10,130.9,54.4,4.82,1.29,1.29
6/11/2018 20:48,10,119.6,49,5.06,1.36,1.3
6/11/2018 21:17,10,112.6,36.4,5.2,1.47,1.43
6/11/2018 21:47,10.53,118.2,46.6,4.88,1.38,1.35
6/11/2018 22:18,10,126.7,47.3,5.06,1.42,1.39
6/11/2018 22:47,10.53,116.8,51.9,4.88,1.4,1.31
6/11/2018 23:17,10,88.7,47.6,4.88,1.43,1.27
6/11/2018 23:48,10.53,126.7,63.6,4.88,1.39,1.26
6/12/2018 0:17,9.09,112.6,56.6,4.82,1.39,1.31
6/12/2018 0:47,10,107,50.5,5.06,1.59,1.41
6/12/2018 1:18,10.53,98.5,43.3,4.94,1.43,1.4
6/12/2018 1:47,10.53,91.5,48.8,4.94,1.46,1.35
6/12/2018 2:17,10,84.5,45.8,5.13,1.44,1.3
6/12/2018 2:48,8.33,143.5,50.1,5,1.43,1.36
6/12/2018 3:17,6.25,83.1,29.7,5.2,1.57,1.72
6/12/2018 3:47,10,98.5,46.4,5.33,1.52,1.61
6/12/2018 4:18,6.25,80.3,33,5.33,1.6,1.67
6/12/2018 4:47,6.25,81.7,30.2,5.41,1.59,1.75
6/12/2018 5:17,10.53,115.4,46.9,5.2,1.44,1.54
6/12/2018 5:48,5.56,91.5,37.4,5.13,1.45,1.47
6/12/2018 6:17,9.09,128.1,54.4,5.26,1.47,1.44
6/12/2018 6:47,10,125.3,52.8,5.48,1.61,1.64
6/12/2018 7:18,6.67,87.3,41.6,5.33,1.58,1.58
6/12/2018 7:47,10.53,121,35.4,5.48,1.6,1.65
6/12/2018 8:17,6.67,81.7,32.2,5.48,1.71,1.78
6/12/2018 8:48,6.67,90.1,36.5,5.48,1.66,1.7
6/12/2018 9:17,6.67,90.1,37.5,5.48,1.62,1.8
6/12/2018 9:47,8.33,108.4,50,5.63,1.8,1.9
6/12/2018 10:18,8.33,133.7,45,5.71,1.82,1.67
6/12/2018 10:47,7.69,94.3,47.2,5.56,1.79,1.63
6/12/2018 11:17,7.14,84.5,45.3,5.63,1.87,1.72
6/12/2018 11:48,7.69,118.2,46.4,5.71,2.03,1.94
6/12/2018 12:17,7.69,99.9,47.3,5.63,1.92,1.59
6/12/2018 12:47,7.14,98.5,35.4,5.63,1.98,1.94
6/12/2018 13:18,7.69,97.1,43.1,5.56,1.98,1.94
6/12/2018 13:47,7.69,94.3,40.5,5.56,2,1.77
6/12/2018 14:17,8.33,83.1,37,5.71,2.06,2.03
6/12/2018 14:48,8.33,84.5,43.4,5.71,2.06,2.11
6/12/2018 15:17,8.33,83.1,36.3,5.97,2.28,2.16
6/12/2018 15:47,10,67.6,43,5.8,2.1,1.81
6/12/2018 16:18,8.33,71.8,36.1,5.88,2.2,2.03
6/12/2018 16:47,9.09,76,28.2,6.15,2.48,2.34
6/12/2018 17:17,9.09,74.6,28.1,6.35,2.5,2.54
6/12/2018 17:48,8.33,85.9,36.8,6.25,2.64,2.46
6/12/2018 18:17,9.09,78.8,32.3,6.35,2.69,2.12
6/12/2018 18:47,10,74.6,23.9,6.25,2.62,2.07
6/12/2018 19:18,9.09,80.3,35,6.35,2.73,2.05
6/12/2018 19:47,9.09,78.8,35.1,6.45,2.75,2.18
6/12/2018 20:17,9.09,74.6,33.2,6.25,2.67,2.12
6/12/2018 20:48,10,77.4,29.3,6.35,2.82,2.43
6/12/2018 21:17,9.09,85.9,28,6.35,2.73,2.2
6/12/2018 21:47,10,74.6,25.3,7.02,3.13,2.63
6/12/2018 22:18,9.09,87.3,28.8,6.78,3.01,2.49
6/12/2018 22:47,10.53,70.4,26.4,6.78,2.97,2.13
6/12/2018 23:17,10,74.6,23.7,6.78,2.95,2.17
6/12/2018 23:48,10.53,76,27.8,6.78,3.13,2.1
6/13/2018 0:17,10,80.3,27.2,7.14,3.3,2.11
6/13/2018 0:47,10.53,69,20.3,7.14,3.4,2.37
6/13/2018 1:18,11.11,70.4,21,6.9,3.31,2.14
6/13/2018 1:47,10.53,67.6,27,6.9,3.3,1.81
6/13/2018 2:17,10.53,64.8,26.7,7.02,3.5,2.03
6/13/2018 2:48,11.76,62,23.3,6.78,3.32,1.91
6/13/2018 3:17,11.11,57.8,18.8,7.27,3.58,2.74
6/13/2018 3:47,11.11,53.5,16.9,7.41,3.97,2.36
6/13/2018 4:18,10,57.8,22.3,7.27,3.77,2.49
6/13/2018 4:47,11.11,56.3,19.8,7.02,3.44,2.05
6/13/2018 5:17,11.11,57.8,17.3,7.41,3.83,2.43
6/13/2018 5:48,10.53,69,25.4,6.78,3.55,1.98
6/13/2018 6:17,11.11,62,31.6,7.02,3.87,2.14
6/13/2018 6:47,10,71.8,32.1,6.56,3.45,1.74
6/13/2018 7:18,11.76,64.8,18.4,7.27,3.99,2.32
6/13/2018 7:47,11.11,62,22.8,6.9,3.69,2.19
6/13/2018 8:17,11.11,74.6,21.2,7.14,3.73,2.19
6/13/2018 8:48,11.76,67.6,14.7,7.41,3.93,2.31
6/13/2018 9:17,11.76,69,20.7,6.78,3.4,1.97
6/13/2018 9:47,11.76,64.8,26.1,7.27,3.8,2.01
6/13/2018 10:18,11.76,80.3,31.3,7.02,3.59,1.99
6/13/2018 10:47,11.76,66.2,17.7,7.27,3.52,2.18
6/13/2018 11:17,11.11,76,24.4,6.9,3.27,1.98
6/13/2018 11:48,11.11,73.2,24.6,7.27,3.34,2.2
6/13/2018 12:17,11.76,80.3,19.7,7.14,3.27,2.43
6/13/2018 12:47,10.53,77.4,19.6,7.14,3.37,2.07
6/13/2018 13:18,11.76,69,17.5,7.14,3.35,2.32
6/13/2018 13:47,11.11,73.2,27.4,7.14,3.29,2.28
6/13/2018 14:17,11.11,69,21.2,7.02,3.16,2.17
6/13/2018 14:48,11.11,66.2,18.2,7.02,3.3,2.31
6/13/2018 15:17,11.76,63.4,24.4,7.02,3.27,2.02
6/13/2018 15:47,11.11,63.4,21.9,7.14,3.35,2.26
6/13/2018 16:18,11.11,73.2,18,7.41,3.39,2.62
6/13/2018 16:47,11.11,71.8,21.8,7.02,3.07,2.32
6/13/2018 17:17,11.76,69,26.3,7.02,2.93,2.1
6/13/2018 17:48,11.11,71.8,20.9,7.02,3.19,2.27
6/13/2018 18:17,10.53,67.6,17.9,7.14,3.23,2.05
6/13/2018 18:47,10.53,78.8,18.5,7.27,3.25,2.63
6/13/2018 19:18,10,90.1,24.5,6.9,2.86,1.99
6/13/2018 19:47,11.11,69,22.5,6.9,2.89,2.27
6/13/2018 20:17,10,83.1,20.4,7.02,2.95,2.35
6/13/2018 20:48,11.11,80.3,19,7.02,2.78,2.27
6/13/2018 21:17,10.53,67.6,24.7,7.41,2.99,2.37
6/13/2018 21:47,11.11,74.6,20.9,7.27,2.93,2.42
6/13/2018 22:18,10.53,87.3,26.6,7.41,3.09,2.56
6/13/2018 22:47,10,81.7,23.9,7.55,3.04,3.04
6/13/2018 23:17,10,76,27.2,7.69,2.93,3.28
6/13/2018 23:48,10.53,78.8,28,7.41,2.73,2.61
6/14/2018 0:17,11.11,67.6,28.5,7.27,2.72,2.69
6/14/2018 0:47,11.11,71.8,30.8,7.14,2.46,2.24
6/14/2018 1:18,11.11,62,33.8,6.9,2.45,2.11
6/14/2018 1:47,11.11,73.2,25,7.02,2.54,2.67
6/14/2018 2:17,10,74.6,21.9,7.41,2.95,2.89
6/14/2018 2:48,10.53,63.4,23.7,7.02,2.58,2.62
6/14/2018 3:17,11.11,78.8,23.8,7.27,2.79,3.02
6/14/2018 3:47,11.11,84.5,27.9,6.35,2.36,2.03
6/14/2018 4:18,10.53,64.8,28.3,6.78,2.5,2.38
6/14/2018 4:47,10,78.8,30.2,6.45,2.3,2.08
6/14/2018 5:17,10.53,71.8,26.7,6.78,2.52,2.46
6/14/2018 5:48,11.11,77.4,31,6.45,2.31,1.98
6/14/2018 6:17,10.53,66.2,30,6.67,2.44,2.31
6/14/2018 6:47,10.53,63.4,14.7,6.56,2.33,2.02
6/14/2018 7:18,10.53,80.3,17.8,6.78,2.49,2.84
6/14/2018 7:47,11.11,80.3,19.1,6.56,2.29,2.42
6/14/2018 8:17,10.53,85.9,33.1,6.56,2.27,2.09
6/14/2018 8:48,10,88.7,35.3,6.78,2.36,2.26
6/14/2018 9:17,11.11,81.7,34.2,6.35,2.09,1.72
6/14/2018 9:47,11.11,85.9,25.5,6.56,2.17,2.16
6/14/2018 10:18,10,88.7,27.9,6.35,2.17,2.12
6/14/2018 10:47,11.11,90.1,32.5,6.25,2.05,1.96
6/14/2018 11:17,10.53,92.9,30.6,6.56,2.27,2.43
6/14/2018 11:48,10.53,87.3,37.4,6.25,2.11,1.94
6/14/2018 12:17,10,84.5,20.9,6.15,2.19,1.99
6/14/2018 12:47,11.11,77.4,20.8,5.8,2.05,1.87
6/14/2018 13:18,11.11,85.9,27.8,5.97,2.14,2.21
6/14/2018 13:47,10,81.7,28.9,5.88,2.23,1.97
6/14/2018 14:17,11.76,90.1,37.5,5.71,2.05,1.95
6/14/2018 14:48,11.11,77.4,24.1,5.88,2.08,2.21
6/14/2018 15:17,11.11,76,40,5.88,2.15,2.25
6/14/2018 15:47,10.53,95.7,33.8,5.71,2.06,2
6/14/2018 16:18,11.11,85.9,33.3,5.71,2.07,2.02
6/14/2018 16:47,10.53,92.9,33.9,5.88,2.1,2.19
6/14/2018 17:17,10.53,90.1,31.9,5.56,1.92,1.83
6/14/2018 17:48,11.11,91.5,32,5.63,1.91,1.98
6/14/2018 18:17,10.53,83.1,30.2,5.71,1.86,1.72
6/14/2018 18:47,10.53,85.9,33.8,5.88,1.89,2.15
6/14/2018 19:18,10.53,73.2,45.3,5.88,1.74,1.84
6/14/2018 19:47,10.53,92.9,33.2,6.06,1.76,2.04
6/14/2018 20:17,10,90.1,29.9,6.35,1.86,2.26
6/14/2018 20:48,11.11,92.9,33.3,6.35,1.78,2.03
6/14/2018 21:17,10,88.7,35.1,6.56,1.83,2.08
6/14/2018 21:47,10,94.3,33.1,6.45,1.69,1.83
6/14/2018 22:18,10,81.7,30.7,6.9,1.76,2.3
6/14/2018 22:47,10.53,95.7,36.5,6.67,1.62,2.02
6/14/2018 23:17,10.53,98.5,37,6.67,1.72,2.19
6/14/2018 23:48,10.53,104.2,35.3,6.56,1.7,1.98
6/15/2018 0:17,10,108.4,31.4,6.45,1.79,2.3
6/15/2018 0:47,10,90.1,31.6,6.45,1.78,2.45
6/15/2018 1:18,10,99.9,38.5,6.25,1.75,1.74
6/15/2018 1:47,10.53,88.7,32.5,6.15,1.7,1.83
6/15/2018 2:17,10.53,105.6,32.6,6.15,1.66,1.87
6/15/2018 2:48,10.53,87.3,35.8,6.35,1.76,1.9
6/15/2018 3:17,10.53,87.3,33.1,6.35,1.74,1.85
6/15/2018 3:47,10.53,83.1,29.5,6.45,1.67,2.13
6/15/2018 4:18,10,87.3,30.9,6.78,1.79,2.77
6/15/2018 4:47,10,83.1,28.4,7.14,1.83,2.4
6/15/2018 5:17,10,85.9,30.4,7.02,1.77,2.53
6/15/2018 5:48,9.09,104.2,33.6,6.67,1.55,1.95
6/15/2018 6:17,9.09,92.9,32.6,6.9,1.58,1.92
6/15/2018 6:47,10,90.1,33.1,7.27,1.62,2.08
6/15/2018 7:18,10.53,108.4,49.1,6.78,1.37,1.81
6/15/2018 7:47,8.33,115.4,33.7,7.27,1.56,2.08
6/15/2018 8:17,10,107,41.2,7.41,1.46,2.03
6/15/2018 8:48,10,97.1,37.7,7.41,1.42,2.01
6/15/2018 9:17,10,90.1,23.7,7.55,1.59,2.16
6/15/2018 9:47,12.5,126.7,31.8,7.84,1.58,2.11
6/15/2018 10:18,10,98.5,33.1,7.69,1.46,2.26
6/15/2018 10:47,12.5,116.8,41.3,7.27,1.31,1.8
6/15/2018 11:17,9.09,101.3,35.3,7.55,1.44,1.99
6/15/2018 11:48,10,123.8,35.8,7.55,1.43,2.13
6/15/2018 12:17,9.09,111.2,36.1,7.55,1.45,2.1
6/15/2018 12:47,9.09,109.8,27,7.55,1.55,2.21
6/15/2018 13:18,10,115.4,32.1,7.55,1.51,2.15
6/15/2018 13:47,10,102.8,36.3,7.41,1.46,2.11
6/15/2018 14:17,10.53,108.4,28.2,7.02,1.38,1.85
6/15/2018 14:48,9.09,94.3,38.2,7.14,1.46,1.95
6/15/2018 15:17,12.5,105.6,25,6.9,1.38,1.76
6/15/2018 15:47,13.33,121,36.7,7.14,1.42,1.83
6/15/2018 16:18,9.09,92.9,34.2,6.9,1.35,2.19
6/15/2018 16:47,9.09,99.9,36.5,7.27,1.34,1.98
6/15/2018 17:17,9.09,88.7,33.1,7.27,1.32,1.98
6/15/2018 17:48,13.33,95.7,30.2,7.14,1.33,1.93
6/15/2018 18:17,13.33,97.1,28.9,7.14,1.29,1.86
6/15/2018 18:47,10.53,95.7,32.7,6.67,1.27,1.73
6/15/2018 19:18,13.33,102.8,38.9,6.67,1.26,1.89
6/15/2018 19:47,13.33,94.3,34.6,6.35,1.16,1.6
6/15/2018 20:17,9.09,97.1,33.1,6.35,1.18,1.86
6/15/2018 20:48,11.76,101.3,37,6.45,1.22,1.62
6/15/2018 21:17,10,84.5,28.4,6.67,1.24,1.86
6/15/2018 21:47,13.33,107,33,7.02,1.26,1.94
6/15/2018 22:18,9.09,98.5,41.9,6.9,1.17,2.04
6/15/2018 22:47,12.5,112.6,45.3,7.14,1.28,1.89
6/15/2018 23:17,10.53,114,34.8,7.02,1.17,1.88
6/15/2018 23:48,13.33,109.8,37.4,7.27,1.25,2.06
6/16/2018 0:17,12.5,116.8,44,7.02,1.17,1.89
6/16/2018 0:47,12.5,88.7,38.3,7.14,1.26,2.05
6/16/2018 1:18,13.33,97.1,33.2,7.27,1.24,2.06
6/16/2018 1:47,11.76,105.6,36.1,7.27,1.23,2.04
6/16/2018 2:17,13.33,99.9,28.8,7.41,1.33,2.03
6/16/2018 2:48,11.11,92.9,32,7.41,1.29,1.94
6/16/2018 3:17,11.76,98.5,35,7.41,1.25,1.92
6/16/2018 3:47,12.5,92.9,29.1,7.69,1.34,2.41
6/16/2018 4:18,11.11,76,27.8,8,1.37,2.03
6/16/2018 4:47,11.76,74.6,26.9,8,1.3,2.21
6/16/2018 5:17,10.53,78.8,31.3,7.55,1.18,1.93
6/16/2018 5:48,11.76,80.3,29.5,7.55,1.25,2.04
6/16/2018 6:17,11.11,83.1,30.7,7.55,1.23,2.2
6/16/2018 6:47,12.5,92.9,28,7.84,1.31,1.9
6/16/2018 7:18,11.76,87.3,35,8,1.36,2.08
6/16/2018 7:47,10,69,37.9,7.55,1.21,1.84
6/16/2018 8:17,11.11,83.1,32.3,7.55,1.24,1.98
6/16/2018 8:48,11.11,80.3,28.8,7.69,1.34,1.94
6/16/2018 9:17,11.76,87.3,25,7.84,1.44,2.05
6/16/2018 9:47,10,81.7,29.3,7.41,1.33,1.93
6/16/2018 10:18,10.53,73.2,28.1,7.14,1.22,1.75
6/16/2018 10:47,11.11,99.9,25.7,7.69,1.39,2.11
