Date,Tpeak sec,Dir deg,DirSpread deg,Tm02 sec,Hm0 m,Qp
6/23/2018 18:17,10,166,50.5,7.02,1.68,2.43
6/23/2018 18:47,10,184.3,50.5,6.78,1.62,2.7
6/23/2018 19:18,10,137.9,63.1,7.02,1.78,2.68
6/23/2018 19:47,10.53,153.4,60.8,7.02,1.8,2.94
6/23/2018 20:17,10.53,108.4,65,6.35,1.53,2.38
6/23/2018 20:48,11.11,114,46.7,6.56,1.64,2.46
6/23/2018 21:17,10.53,125.3,62.2,6.56,1.71,2.41
6/23/2018 21:47,10.53,114,53,5.88,1.51,2.25
6/23/2018 22:18,11.11,94.3,53.6,6.25,1.6,2.13
6/23/2018 22:47,11.76,94.3,44.4,5.97,1.59,2.37
6/23/2018 23:17,10,150.6,46.4,6.15,1.74,2.27
6/23/2018 23:48,10.53,114,52.3,5.97,1.74,2.29
6/24/2018 0:17,10.53,99.9,47.3,5.8,1.69,2.14
6/24/2018 0:47,10.53,92.9,56.5,5.63,1.6,1.81
6/24/2018 1:18,10.53,81.7,40.6,6.06,1.63,1.9
6/24/2018 1:47,10.53,115.4,51.6,5.97,1.6,2.01
6/24/2018 2:17,10.53,77.4,54.6,6.15,1.71,2.01
6/24/2018 2:48,11.11,104.2,45.3,5.63,1.52,1.92
6/24/2018 3:17,10,129.5,56.6,5.88,1.66,1.96
6/24/2018 3:47,9.09,115.4,46.6,5.48,1.47,1.94
6/24/2018 4:18,10.53,92.9,49.4,5.8,1.55,1.96
6/24/2018 4:47,10.53,77.4,47.3,5.63,1.5,1.8
6/24/2018 5:17,10,112.6,53.3,5.71,1.5,2.05
6/24/2018 5:48,11.11,90.1,40.2,5.71,1.49,2.03
6/24/2018 6:17,11.76,161.8,33.9,5.63,1.47,1.9
6/24/2018 6:47,10.53,107,44.8,5.8,1.5,2.19
6/24/2018 7:18,10,90.1,51.7,5.63,1.53,2.01
6/24/2018 7:47,10.53,108.4,42.3,5.13,1.56,1.89
6/24/2018 8:17,11.76,137.9,49.4,5.2,1.46,1.72
6/24/2018 8:48,10.53,102.8,50.4,5.48,1.41,2.09
6/24/2018 9:17,10.53,78.8,39.8,4.71,1.54,1.69
6/24/2018 9:47,10.53,78.8,49,4.54,1.65,1.48
6/24/2018 10:18,10,129.5,55.8,4.71,1.69,1.79
6/24/2018 10:47,4.55,355.9,30.1,4.71,1.6,1.77
6/24/2018 11:17,11.11,108.4,52.3,5.13,1.57,1.69
6/24/2018 11:48,11.11,97.1,33.7,4.94,1.54,1.64
6/24/2018 12:17,10.53,90.1,43.8,5.06,1.49,1.72
6/24/2018 12:47,10.53,87.3,48.5,5.2,1.41,1.57
6/24/2018 13:18,10.53,77.4,35.6,5.97,1.59,2.28
6/24/2018 13:47,10.53,121,55.8,5.41,1.37,1.96
6/24/2018 14:17,10.53,94.3,52.3,5.41,1.4,1.63
6/24/2018 14:48,10.53,83.1,38.6,5.26,1.46,1.54
6/24/2018 15:17,11.11,74.6,33.8,5.2,1.45,1.35
6/24/2018 15:47,11.11,87.3,33.3,5.26,1.47,1.45
6/24/2018 16:18,10,85.9,37.3,5.06,1.48,1.25
6/24/2018 16:47,10.53,123.8,46.3,4.76,1.62,1.5
6/24/2018 17:17,11.11,102.8,60.4,4.76,1.56,1.37
6/24/2018 17:48,10,102.8,47.7,4.88,1.69,1.43
6/24/2018 18:17,16.67,188.5,25.1,4.82,1.92,1.88
6/24/2018 18:47,16.67,185.7,22.6,4.88,1.74,1.42
6/24/2018 19:18,16.67,188.5,21.5,5.06,1.75,1.39
6/24/2018 19:47,16.67,191.3,15.4,5.26,1.71,1.38
6/24/2018 20:17,16.67,187.1,18.4,5.26,1.68,1.39
6/24/2018 20:48,16.67,195.6,16.9,5.8,1.88,1.66
6/24/2018 21:17,8.33,43.7,28.1,5.8,1.8,1.98
6/24/2018 21:47,8.33,52.1,36.7,5.48,1.71,1.59
6/24/2018 22:18,16.67,187.1,14.7,5.88,1.83,1.63
6/24/2018 22:47,8.33,43.7,39.2,5.88,1.65,1.75
6/24/2018 23:17,8.33,49.3,42.6,6.06,1.66,1.97
6/24/2018 23:48,8.33,46.5,35.5,5.88,1.56,1.77
6/25/2018 0:17,9.09,54.9,42.3,6.15,1.72,1.79
6/25/2018 0:47,8.33,43.7,37,5.88,1.7,1.69
6/25/2018 1:18,8.33,43.7,26.4,5.88,1.56,1.7
6/25/2018 1:47,10,88.7,46.4,5.63,1.47,1.4
6/25/2018 2:17,10,91.5,50.6,5.41,1.58,1.34
6/25/2018 2:48,7.69,43.7,28.3,5.26,1.52,1.52
6/25/2018 3:17,10,99.9,51.3,5.33,1.49,1.27
6/25/2018 3:47,16.67,187.1,33.7,5.2,1.5,1.33
6/25/2018 4:18,16.67,189.9,29.5,5.41,1.58,1.39
6/25/2018 4:47,16.67,191.3,27.5,5.06,1.5,1.21
6/25/2018 5:17,10,102.8,38.8,5.06,1.49,1.24
6/25/2018 5:48,10,90.1,39.6,4.94,1.45,1.1
6/25/2018 6:17,7.14,38.1,29.4,4.65,1.55,1.23
6/25/2018 6:47,15.38,180.1,33.2,4.88,1.55,1.16
6/25/2018 7:18,10,112.6,41.4,4.82,1.65,1.27
6/25/2018 7:47,16.67,181.5,24.7,4.76,1.45,1.13
6/25/2018 8:17,7.69,52.1,37.7,5.13,1.47,1.26
6/25/2018 8:48,15.38,175.9,23.9,4.94,1.39,1.12
6/25/2018 9:17,16.67,181.5,21.3,4.76,1.39,1.14
6/25/2018 9:47,15.38,191.3,34.8,4.6,1.41,1.03
6/25/2018 10:18,10.53,130.9,51.5,4.82,1.37,1.11
6/25/2018 10:47,15.38,188.5,32.8,4.88,1.36,1.11
6/25/2018 11:17,16.67,187.1,36.9,5.06,1.34,1.13
6/25/2018 11:48,16.67,199.8,32.1,4.88,1.21,1.09
6/25/2018 12:17,16.67,198.4,32.6,5.06,1.16,1.13
6/25/2018 12:47,10.53,174.5,45.3,5.41,1.21,1.27
6/25/2018 13:18,10.53,168.8,58.4,5.71,1.21,1.31
6/25/2018 13:47,15.38,189.9,25.6,5.63,1.16,1.17
6/25/2018 14:17,15.38,197,24.7,5.71,1.15,1.16
6/25/2018 14:48,15.38,191.3,23.9,5.97,1.2,1.25
6/25/2018 15:17,15.38,195.6,24.3,5.97,1.25,1.29
6/25/2018 15:47,10,149.2,53.7,6.25,1.28,1.46
6/25/2018 16:18,10.53,187.1,45.9,6.15,1.26,1.3
6/25/2018 16:47,15.38,192.8,22.4,6.45,1.4,1.35
6/25/2018 17:17,9.09,178.7,43.6,6.56,1.46,1.52
6/25/2018 17:48,9.09,189.9,35.7,6.67,1.56,1.71
6/25/2018 18:17,10,164.6,49.2,6.67,1.62,1.56
6/25/2018 18:47,9.09,192.8,37.6,6.67,1.59,1.67
6/25/2018 19:18,8.33,188.5,26.6,6.9,1.76,1.6
6/25/2018 19:47,15.38,199.8,12.2,6.9,1.78,1.53
6/25/2018 20:17,7.69,189.9,23.5,7.02,1.91,1.65
6/25/2018 20:48,8.33,192.8,24.5,6.67,1.95,1.47
6/25/2018 21:17,13.33,192.8,16.2,7.14,2.09,1.59
6/25/2018 21:47,10.53,187.1,23.9,7.14,2.25,1.49
6/25/2018 22:18,11.11,187.1,25.2,6.9,2.32,1.48
6/25/2018 22:47,10,182.9,25,6.9,2.33,1.52
6/25/2018 23:17,11.11,195.6,27.4,6.56,2.38,1.38
6/25/2018 23:48,10,191.3,23.8,6.67,2.44,1.49
6/26/2018 0:17,10.53,173.1,34.1,6.45,2.46,1.55
6/26/2018 0:47,7.69,202.6,17.2,6.56,2.44,1.72
6/26/2018 1:18,9.09,202.6,23.5,6.25,2.46,1.42
6/26/2018 1:47,15.38,198.4,21.5,6.56,2.45,1.44
6/26/2018 2:17,11.11,201.2,26.7,6.67,2.46,1.49
6/26/2018 2:48,10,194.2,32,6.56,2.38,1.55
6/26/2018 3:17,14.29,199.8,17,6.67,2.45,1.56
6/26/2018 3:47,9.09,198.4,20.6,6.45,2.4,1.52
6/26/2018 4:18,15.38,194.2,25.6,6.25,2.57,1.33
6/26/2018 4:47,15.38,194.2,28.3,6.06,2.94,1.37
6/26/2018 5:17,11.76,199.8,26.7,5.63,2.85,1.22
6/26/2018 5:48,14.29,192.8,30.1,6.06,3.26,1.34
6/26/2018 6:17,7.14,206.8,20.1,6.15,3.62,1.74
6/26/2018 6:47,7.14,209.6,18.2,6.45,3.7,1.77
6/26/2018 7:18,8.33,206.8,18.4,6.78,4.13,2.16
6/26/2018 7:47,8.33,205.4,17.7,6.67,4.08,2.5
6/26/2018 8:17,7.69,206.8,17.6,6.78,4.19,2
6/26/2018 8:48,8.33,211,20.7,7.02,4.25,1.84
6/26/2018 9:17,8.33,208.2,19.2,6.9,4.24,1.94
6/26/2018 9:47,7.69,211,20.1,6.78,4.13,2.06
6/26/2018 10:18,8.33,209.6,22.8,6.9,4.04,1.77
6/26/2018 10:47,9.09,201.2,19.7,6.9,4.26,2.06
6/26/2018 11:17,9.09,197,19.2,6.9,4.42,1.89
6/26/2018 11:48,10,197,15.3,6.78,4.27,1.66
6/26/2018 12:17,8.33,202.6,16.3,6.78,4.41,2.28
6/26/2018 12:47,13.33,194.2,21.7,6.67,4.15,1.65
6/26/2018 13:18,9.09,206.8,17.1,6.56,4.2,2.07
6/26/2018 13:47,10,197,21.9,6.15,3.71,1.53
6/26/2018 14:17,8.33,213.8,24.4,6.45,3.89,1.76
6/26/2018 14:48,13.33,199.8,20.6,6.45,3.91,1.62
6/26/2018 15:17,8.33,209.6,27.2,6.45,4.14,1.7
6/26/2018 15:47,7.69,206.8,25.9,6.35,3.77,1.63
6/26/2018 16:18,8.33,197,25.9,6.15,3.71,1.62
6/26/2018 16:47,7.69,202.6,23.9,6.25,3.63,1.63
6/26/2018 17:17,10.53,197,25,6.25,3.74,1.55
6/26/2018 17:48,9.09,198.4,20.9,6.67,3.69,1.78
6/26/2018 18:17,8.33,205.4,24.7,6.56,3.57,1.67
6/26/2018 18:47,7.69,205.4,21.9,6.56,3.63,1.73
6/26/2018 19:18,12.5,197,22.4,6.56,3.6,1.64
6/26/2018 19:47,11.11,198.4,27.1,6.78,3.83,1.72
6/26/2018 20:17,12.5,199.8,16.9,7.02,3.85,1.89
6/26/2018 20:48,11.76,192.8,16.3,6.9,3.79,1.83
6/26/2018 21:17,10.53,198.4,20.8,6.9,3.84,1.87
6/26/2018 21:47,10,192.8,14.7,7.02,3.77,1.8
6/26/2018 22:18,9.09,202.6,19,6.56,3.43,1.88
6/26/2018 22:47,11.11,194.2,15.8,7.14,3.93,2.17
6/26/2018 23:17,12.5,191.3,23.8,6.9,3.57,1.72
6/26/2018 23:48,12.5,198.4,21.2,7.02,3.85,1.72
6/27/2018 0:17,11.76,201.2,25.1,7.02,3.57,1.65
6/27/2018 0:47,12.5,192.8,25.7,6.78,3.52,1.69
6/27/2018 1:18,12.5,194.2,21.2,6.67,3.62,1.73
6/27/2018 1:47,12.5,191.3,20,6.9,3.49,1.8
6/27/2018 2:17,11.76,184.3,22.7,7.02,3.57,1.87
6/27/2018 2:48,12.5,191.3,17.2,7.02,3.48,1.8
6/27/2018 3:17,11.76,192.8,22.2,7.14,3.38,1.77
6/27/2018 3:47,11.76,202.6,17.3,7.14,3.56,1.83
6/27/2018 4:18,11.76,189.9,22.2,7.14,3.5,2.18
6/27/2018 4:47,11.76,198.4,18.4,7.14,3.49,2.12
6/27/2018 5:17,11.76,194.2,26.2,7.02,3.32,1.87
6/27/2018 5:48,12.5,197,20.3,7.55,3.4,2.42
6/27/2018 6:17,13.33,192.8,22.2,6.9,3.04,1.84
6/27/2018 6:47,12.5,191.3,21.3,7.55,3.46,2.35
6/27/2018 7:18,12.5,198.4,25.4,7.02,3.1,1.73
6/27/2018 7:47,12.5,191.3,18.7,7.02,3.21,1.97
6/27/2018 8:17,13.33,188.5,15.6,7.14,3.17,1.89
6/27/2018 8:48,12.5,192.8,16.1,7.41,3.31,2.54
6/27/2018 9:17,11.76,201.2,15.4,6.9,3.17,1.92
6/27/2018 9:47,11.76,184.3,17,7.27,3.28,2.05
6/27/2018 10:18,12.5,189.9,19,7.27,3.39,2.02
6/27/2018 10:47,12.5,187.1,15.9,6.78,3.02,2.16
6/27/2018 11:17,12.5,188.5,17.7,6.9,2.96,2.31
6/27/2018 11:48,12.5,185.7,12.8,7.14,3.23,2.74
6/27/2018 12:17,11.11,191.3,19.1,6.78,3.14,1.85
6/27/2018 12:47,10.53,188.5,20.5,6.25,2.9,1.81
6/27/2018 13:18,11.76,195.6,22.6,6.35,2.86,1.69
6/27/2018 13:47,11.76,192.8,21.3,6.35,2.92,1.86
6/27/2018 14:17,11.11,185.7,22.9,6.45,2.88,1.78
6/27/2018 14:48,11.76,191.3,26.7,6.45,2.83,1.77
6/27/2018 15:17,10,180.1,19.8,6.25,2.66,1.71
6/27/2018 15:47,11.11,188.5,29.1,6.06,2.65,1.68
6/27/2018 16:18,11.76,192.8,19.5,6.67,2.76,2.22
6/27/2018 16:47,11.76,188.5,27.4,6.45,2.64,1.81
6/27/2018 17:17,11.11,195.6,22,6.78,2.68,2.19
6/27/2018 17:48,11.76,189.9,24.1,6.56,2.43,2.1
6/27/2018 18:17,12.5,175.9,24.4,7.02,2.57,2.02
6/27/2018 18:47,11.76,188.5,20.3,7.27,2.69,2.61
6/27/2018 19:18,11.11,188.5,20.9,7.55,2.71,2.69
6/27/2018 19:47,11.11,189.9,16.6,7.55,2.81,2.91
6/27/2018 20:17,11.11,188.5,21.5,7.55,2.71,2.52
6/27/2018 20:48,11.76,182.9,17.8,7.69,2.78,2.5
6/27/2018 21:17,12.5,180.1,17.1,7.55,2.7,2.26
6/27/2018 21:47,10,188.5,13.5,7.69,2.9,2.82
6/27/2018 22:18,10.53,185.7,20.9,7.14,2.5,2.04
6/27/2018 22:47,11.11,182.9,18.7,7.27,2.84,2.19
6/27/2018 23:17,10,181.5,14.3,7.14,2.88,2.38
6/27/2018 23:48,11.11,181.5,14.2,7.27,3.09,2.82
6/28/2018 0:17,11.11,180.1,15.1,7.27,3.13,2.59
6/28/2018 0:47,11.11,180.1,15,6.9,2.97,2.14
6/28/2018 1:18,10.53,177.3,16,6.78,2.88,2.33
6/28/2018 1:47,10.53,185.7,22,6.56,2.66,1.96
6/28/2018 2:17,11.11,173.1,20.3,6.56,2.75,2.2
6/28/2018 2:48,10.53,182.9,18.5,6.35,2.6,2.48
6/28/2018 3:17,11.11,177.3,19.8,6.78,2.77,3.12
6/28/2018 3:47,10.53,180.1,23.9,6.45,2.59,2.06
6/28/2018 4:18,10,184.3,19.4,6.56,2.69,2.3
6/28/2018 4:47,10.53,184.3,24.4,6.25,2.47,2.13
6/28/2018 5:17,11.11,182.9,25.5,6.15,2.47,1.94
6/28/2018 5:48,10.53,184.3,27,6.25,2.43,1.97
6/28/2018 6:17,11.11,185.7,22.5,6.35,2.47,1.75
6/28/2018 6:47,10.53,180.1,21.9,6.45,2.47,2.25
6/28/2018 7:18,10.53,185.7,19.1,6.67,2.65,2.22
6/28/2018 7:47,10.53,181.5,20.8,6.78,2.55,2.18
6/28/2018 8:17,11.11,188.5,17.7,7.02,2.63,2.89
6/28/2018 8:48,10,187.1,15.9,6.9,2.38,2.32
6/28/2018 9:17,11.11,181.5,14.4,7.02,2.34,2.67
6/28/2018 9:47,10.53,181.5,12.5,7.55,2.64,2.8
6/28/2018 10:18,11.11,181.5,16.5,7.69,2.68,3.05
6/28/2018 10:47,10.53,178.7,14.3,7.27,2.34,2.45
6/28/2018 11:17,10.53,177.3,15.8,7.41,2.48,2.5
6/28/2018 11:48,10.53,181.5,20.1,7.69,2.59,3.11
6/28/2018 12:17,10.53,180.1,18.8,7.55,2.48,2.73
6/28/2018 12:47,10.53,178.7,17.8,7.41,2.49,2.79
6/28/2018 13:18,10.53,181.5,16.9,7.02,2.4,2.36
6/28/2018 13:47,10.53,189.9,17.3,7.55,2.76,3.16
6/28/2018 14:17,10.53,192.8,20.1,7.41,2.64,2.52
6/28/2018 14:48,11.11,191.3,19.1,7.14,2.46,2.38
6/28/2018 15:17,11.11,197,21.3,7.27,2.37,2.46
6/28/2018 15:47,11.11,185.7,18.4,7.14,2.35,2.68
6/28/2018 16:18,11.11,184.3,17.7,7.69,2.63,3.21
6/28/2018 16:47,11.76,182.9,22,7.27,2.45,2.28
6/28/2018 17:17,10.53,187.1,15.3,7.55,2.49,2.71
6/28/2018 17:48,11.76,191.3,30.1,6.78,2.08,1.81
6/28/2018 18:17,11.11,182.9,22.8,7.41,2.43,2.72
6/28/2018 18:47,10.53,189.9,23.9,7.27,2.34,2.42
6/28/2018 19:18,11.76,182.9,23.3,7.55,2.42,2.43
6/28/2018 19:47,11.76,182.9,22.5,7.84,2.54,2.93
6/28/2018 20:17,11.76,180.1,17.3,7.55,2.43,2.84
6/28/2018 20:48,11.11,184.3,20,7.55,2.7,2.96
6/28/2018 21:17,11.76,188.5,16.3,7.27,2.56,2.4
6/28/2018 21:47,11.76,189.9,23.6,7.02,2.57,2.2
6/28/2018 22:18,12.5,184.3,13.5,7.14,2.89,2.5
6/28/2018 22:47,11.76,189.9,16.2,6.9,2.67,1.98
6/28/2018 23:17,11.76,185.7,14.2,6.78,2.65,2.14
6/28/2018 23:48,10.53,185.7,17.7,6.56,2.75,1.7
6/29/2018 0:17,11.76,184.3,17.8,6.56,2.8,1.81
6/29/2018 0:47,11.11,182.9,21,6.45,2.85,1.7
6/29/2018 1:18,11.76,185.7,18.9,6.9,3.1,2.21
6/29/2018 1:47,10.53,185.7,15.7,6.25,2.7,1.68
6/29/2018 2:17,11.11,195.6,21.5,6.56,2.87,1.97
6/29/2018 2:48,11.11,188.5,18.5,6.35,2.82,1.99
6/29/2018 3:17,11.76,188.5,20.4,6.15,2.7,1.67
6/29/2018 3:47,11.11,187.1,24.8,6.25,2.76,1.89
6/29/2018 4:18,11.76,191.3,24.7,6.06,2.64,1.59
6/29/2018 4:47,11.11,188.5,20.5,5.71,2.63,1.49
6/29/2018 5:17,11.11,178.7,26.4,5.8,2.65,1.47
6/29/2018 5:48,10.53,185.7,30.1,5.63,2.62,1.38
6/29/2018 6:17,11.11,195.6,25,6.15,2.78,1.55
6/29/2018 6:47,11.76,192.8,23.9,6.15,2.59,1.67
6/29/2018 7:18,11.11,185.7,18.2,6.56,2.68,1.89
6/29/2018 7:47,10,187.1,28.8,6.25,2.43,1.66
6/29/2018 8:17,11.76,178.7,15.3,6.45,2.45,1.74
6/29/2018 8:48,11.11,184.3,21,6.78,2.51,2.19
6/29/2018 9:17,12.5,182.9,21.6,6.25,2.25,1.57
6/29/2018 9:47,11.76,194.2,24.3,6.25,2.38,1.58
6/29/2018 10:18,11.11,188.5,17.6,6.35,2.51,1.61
6/29/2018 10:47,11.76,187.1,19,6.45,2.41,1.65
6/29/2018 11:17,11.76,178.7,22.5,6.35,2.44,1.66
6/29/2018 11:48,11.76,191.3,19.8,6.35,2.37,1.57
6/29/2018 12:17,11.11,192.8,22.4,6.78,2.55,1.8
6/29/2018 12:47,11.76,181.5,14.8,6.56,2.43,1.79
6/29/2018 13:18,11.11,175.9,18.2,6.9,2.7,1.9
6/29/2018 13:47,12.5,178.7,21.3,6.78,2.56,1.75
6/29/2018 14:17,10.53,180.1,18.6,7.14,2.65,2.05
6/29/2018 14:48,11.11,192.8,21.6,6.67,2.45,1.98
6/29/2018 15:17,10,175.9,25.3,6.78,2.47,1.84
6/29/2018 15:47,11.11,177.3,30,6.78,2.43,1.82
6/29/2018 16:18,10.53,180.1,21.8,7.27,2.57,2.37
6/29/2018 16:47,11.76,180.1,22,7.41,2.56,2.33
6/29/2018 17:17,11.76,185.7,24.3,7.41,2.51,2.22
6/29/2018 17:48,11.76,180.1,24.1,7.27,2.38,2.11
6/29/2018 18:17,11.11,173.1,24.1,7.69,2.46,2.41
6/29/2018 18:47,10.53,187.1,22.4,7.69,2.55,2.24
6/29/2018 19:18,10.53,174.5,18.4,8.33,2.65,3.29
6/29/2018 19:47,12.5,181.5,18.8,8.16,2.52,2.42
6/29/2018 20:17,12.5,178.7,19.7,8.51,2.62,2.73
6/29/2018 20:48,12.5,178.7,15.6,8.16,2.5,2.26
6/29/2018 21:17,11.76,194.2,15.6,8.7,2.67,2.82
6/29/2018 21:47,11.11,182.9,21.2,8.89,2.88,2.81
6/29/2018 22:18,11.76,184.3,15.4,8.51,2.54,2.99
6/29/2018 22:47,11.11,181.5,9.8,8.7,2.65,3.33
6/29/2018 23:17,11.11,181.5,18.4,8.7,2.59,2.61
6/29/2018 23:48,12.5,180.1,18.8,8.7,2.68,2.77
6/30/2018 0:17,11.11,181.5,19.8,8.7,2.79,2.67
6/30/2018 0:47,11.11,171.7,18.9,8.51,2.9,2.5
6/30/2018 1:18,11.11,180.1,19.4,8.33,2.73,2.52
6/30/2018 1:47,11.76,180.1,16.9,8.16,2.85,2.4
6/30/2018 2:17,11.11,175.9,14.1,8.33,2.96,2.92
6/30/2018 2:48,11.11,175.9,17,8.16,2.79,2.65
6/30/2018 3:17,12.5,171.7,22.4,7.84,2.63,2.26
6/30/2018 3:47,11.76,175.9,18.9,8,2.64,2.38
6/30/2018 4:18,10.53,173.1,19.2,8.16,2.64,2.82
6/30/2018 4:47,11.11,184.3,17.7,8.33,2.8,2.8
6/30/2018 5:17,11.11,167.4,22,8.16,2.42,2.44
6/30/2018 5:48,11.11,180.1,21.7,8,2.42,2.46
6/30/2018 6:17,10.53,173.1,16.1,8,2.46,2.67
6/30/2018 6:47,11.11,175.9,25.2,8,2.44,2.61
6/30/2018 7:18,11.76,185.7,23.1,8.33,2.38,3.02
6/30/2018 7:47,11.11,173.1,26.4,8.51,2.53,2.93
6/30/2018 8:17,10,173.1,20.8,8.51,2.29,2.6
6/30/2018 8:48,11.11,171.7,18.8,8.7,2.46,2.68
6/30/2018 9:17,11.76,168.8,15.2,8.7,2.34,2.83
6/30/2018 9:47,11.76,177.3,22,8.51,2.22,2.41
6/30/2018 10:18,11.76,175.9,17.8,8.33,2.11,2.59
6/30/2018 10:47,12.5,174.5,19.1,8.89,2.36,2.56
6/30/2018 11:17,11.11,180.1,18,8.89,2.38,2.56
6/30/2018 11:48,11.76,175.9,17.6,8.51,2.21,2.51
6/30/2018 12:17,11.11,164.6,24.2,8.51,2.23,2.55
6/30/2018 12:47,10.53,171.7,19,8.7,2.45,2.76
6/30/2018 13:18,11.76,163.2,20.7,8.33,2.22,2.74
6/30/2018 13:47,11.11,168.8,20,8.51,2.42,2.77
6/30/2018 14:17,10.53,168.8,18.5,8.51,2.35,2.98
6/30/2018 14:48,10.53,174.5,25,8.16,2.26,2.7
6/30/2018 15:17,11.76,154.8,16.6,8.33,2.42,3.36
6/30/2018 15:47,11.11,163.2,18.2,8.51,2.35,2.69
6/30/2018 16:18,11.11,168.8,20.6,8,2.04,2.85
6/30/2018 16:47,10.53,175.9,21.2,8.51,2.27,2.64
6/30/2018 17:17,11.76,173.1,27.2,8.33,2.07,2.3
6/30/2018 17:48,11.76,166,30.3,8.16,1.91,2.6
6/30/2018 18:17,11.11,166,16.8,8.51,2.2,3.18
6/30/2018 18:47,11.11,167.4,24.5,8.16,2.04,2.92
6/30/2018 19:18,11.11,156.2,21.3,8,1.98,3.09
6/30/2018 19:47,10.53,178.7,29,7.41,1.9,2.6
6/30/2018 20:17,10,164.6,29.5,6.56,1.74,2.08
6/30/2018 20:48,11.76,170.3,24.2,6.45,1.88,2.39
6/30/2018 21:17,10.53,170.3,32.2,6.06,1.87,2.12
6/30/2018 21:47,11.11,178.7,25.6,5.56,1.75,2.13
6/30/2018 22:18,10,173.1,16.5,5.97,1.94,2.53
6/30/2018 22:47,10.53,168.8,23.8,5.56,1.83,2.02
6/30/2018 23:17,10.53,167.4,26.2,5.48,1.85,1.99
6/30/2018 23:48,10.53,177.3,29.7,5.26,1.83,1.83
